Multiple Cause of death,Multiple Cause of death Code,Year,Year Code,Gender,Gender Code,Race,Race Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,socioec quintile,age_midpoint,LifeYearsLostUnit,LifeYearsLostTotal
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,15-19 years,15-19,30,288044,10.415075,5,17,59.906118084933,1797.18354254799
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,20-24 years,20-24,85,286467,29.67183,5,22,55.1913987984765,4691.26889787051
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,25-29 years,25-29,139,324147,42.881779,5,27,50.5686570810089,7029.04333426024
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,30-34 years,30-34,196,300737,65.173224,5,32,45.9927274726265,9014.5745846348
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,35-39 years,35-39,172,273592,62.867335,5,37,41.4408819963671,7127.83170337514
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,40-44 years,40-44,147,254040,57.864903,5,42,36.9334609258006,5429.21875609268
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,45-49 years,45-49,135,241144,55.983147,5,47,32.4736866990161,4383.94770436717
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,50-54 years,50-54,168,238302,70.498779,5,52,28.1587713717446,4730.67359045309
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,55-59 years,55-59,181,231155,78.302438,5,57,24.069470321073,4356.5741281142
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,60-64 years,60-64,159,195351,81.391956,5,62,20.2400880199447,3218.17399517121
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,65-69 years,65-69,87,138492,62.819513,5,67,16.6502815284512,1448.57449297525
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,70-74 years,70-74,34,97962,34.707335,5,72,13.2264780885543,449.700255010846
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,75-79 years,75-79,5,58877,8.49228051701004,5,77,10.0780202604391,50.3901013021955
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,< 1 year,< 1,5,256475,1.9495077492933,5,0.5,,
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,1-4 years,1-4,5,1086988,0.459986678785782,5,2.5,,
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,10-14 years,10-14,5,1542056,0.32424243996327,5,12,64.8176243226832,324.088121613416
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,15-19 years,15-19,144,1582478,9.099653,5,17,59.906118084933,8626.48100423036
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,20-24 years,20-24,528,1541693,34.248064,5,22,55.1913987984765,29141.0585655956
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,25-29 years,25-29,858,1681135,51.036948,5,27,50.5686570810089,43387.9077755056
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,30-34 years,30-34,980,1696195,57.776376,5,32,45.9927274726265,45072.872923174
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,35-39 years,35-39,925,1701370,54.367951,5,37,41.4408819963671,38332.8158466396
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,40-44 years,40-44,715,1592224,44.905742,5,42,36.9334609258006,26407.4245619474
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,45-49 years,45-49,546,1580613,34.54356,5,47,32.4736866990161,17730.6329376628
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,50-54 years,50-54,556,1690969,32.880555,5,52,28.1587713717446,15656.27688269
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,55-59 years,55-59,458,1770448,25.869159,5,57,24.069470321073,11023.8174070514
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,60-64 years,60-64,281,1637972,17.15536,5,62,20.2400880199447,5687.46473360446
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,65-69 years,65-69,112,1328961,8.427636,5,67,16.6502815284512,1864.83153118653
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,70-74 years,70-74,22,1068045,2.059838,5,72,13.2264780885543,290.982517948195
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,75-79 years,75-79,5,702229,0.712018444125777,5,77,10.0780202604391,50.3901013021955
Other synthetic narcotics,T40.4,2020,2020,Male,M,White,2106-3,80-84 years,80-84,5,421374,1.1865943318762,5,82,7.30592113876811,36.5296056938406
Other and unspecified narcotics,T40.6,1999,1999,Female,F,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,12834,38.9590151160979,5,27,55.0931361669851,275.465680834925
Other and unspecified narcotics,T40.6,1999,1999,Female,F,Black or African American,2054-5,30-34 years,30-34,5,240065,2.08276924999479,5,32,50.2919366531769,251.459683265884
Other and unspecified narcotics,T40.6,1999,1999,Female,F,Black or African American,2054-5,35-39 years,35-39,5,255391,1.95778238074169,5,37,45.5381516293446,227.690758146723
Other and unspecified narcotics,T40.6,1999,1999,Female,F,Black or African American,2054-5,40-44 years,40-44,5,228988,2.1835205338271,5,42,40.8365263221732,204.182631610866
Other and unspecified narcotics,T40.6,1999,1999,Female,F,Black or African American,2054-5,45-49 years,45-49,5,190027,2.63120503928389,5,47,36.1899978913884,180.949989456942
Other and unspecified narcotics,T40.6,1999,1999,Female,F,Black or African American,2054-5,50-54 years,50-54,5,151504,3.30024289787728,5,52,31.6580081521774,158.290040760887
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,15-19 years,15-19,5,1367768,0.365559071421469,5,17,64.8199054204098,324.099527102049
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,35-39 years,35-39,26,2029337,1.281207,5,37,45.5381516293446,1183.99194236296
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,40-44 years,40-44,36,1964228,1.832781,5,42,40.8365263221732,1470.11494759824
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,45-49 years,45-49,21,1742670,1.205047,5,47,36.1899978913884,759.989955719157
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,50-54 years,50-54,5,1529416,0.32692217160014,5,52,31.6580081521774,158.290040760887
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,55-59 years,55-59,5,1140902,0.438249735735409,5,57,27.2793120597075,136.396560298538
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,65-69 years,65-69,5,762178,0.656014736715046,5,67,19.0472321072889,95.2361605364446
Other and unspecified narcotics,T40.6,1999,1999,Female,F,White,2106-3,70-74 years,70-74,5,747334,0.669044898265033,5,72,15.1930969969904,75.9654849849522
Other and unspecified narcotics,T40.6,1999,1999,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,13982,35.7602631955371,5,32,45.9927274726265,229.963637363133
Other and unspecified narcotics,T40.6,1999,1999,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,12704,39.3576826196474,5,42,36.9334609258006,184.667304629003
Other and unspecified narcotics,T40.6,1999,1999,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,10375,48.1927710843373,5,47,32.4736866990161,162.36843349508
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Asian or Pacific Islander,A-PI,15-19 years,15-19,5,164599,3.03768552664354,5,17,59.906118084933,299.530590424665
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Asian or Pacific Islander,A-PI,25-29 years,25-29,5,209336,2.38850460503688,5,27,50.5686570810089,252.843285405045
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,183581,2.72359340018847,5,42,36.9334609258006,184.667304629003
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,154656,3.23298158493689,5,47,32.4736866990161,162.36843349508
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,15-19 years,15-19,5,213494,2.34198619164941,5,17,59.906118084933,299.530590424665
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,20-24 years,20-24,5,182442,2.74059701165302,5,22,55.1913987984765,275.956993992383
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,25-29 years,25-29,5,195232,2.56105556466153,5,27,50.5686570810089,252.843285405045
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,40-44 years,40-44,28,203515,13.7582,5,42,36.9334609258006,1034.13690592242
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,45-49 years,45-49,24,164513,14.588513,5,47,32.4736866990161,779.368480776386
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,55-59 years,55-59,5,92513,5.40464583355853,5,57,24.069470321073,120.347351605365
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,60-64 years,60-64,5,69732,7.170309183732,5,62,20.2400880199447,101.200440099724
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,65-69 years,65-69,5,52646,9.49739771302663,5,67,16.6502815284512,83.251407642256
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,70-74 years,70-74,5,38430,13.0106687483737,5,72,13.2264780885543,66.1323904427715
Other and unspecified narcotics,T40.6,1999,1999,Male,M,Black or African American,2054-5,80-84 years,80-84,5,14256,35.0729517396184,5,82,7.30592113876811,36.5296056938406
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,20-24 years,20-24,43,1324178,3.247298,5,22,55.1913987984765,2373.23014833449
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,25-29 years,25-29,59,1571397,3.754621,5,27,50.5686570810089,2983.55076777953
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,30-34 years,30-34,85,1812176,4.690494,5,32,45.9927274726265,3909.38183517325
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,35-39 years,35-39,111,2042498,5.434522,5,37,41.4408819963671,4599.93790159675
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,40-44 years,40-44,118,1961060,6.017154,5,42,36.9334609258006,4358.14838924447
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,45-49 years,45-49,75,1706728,4.394373,5,47,32.4736866990161,2435.52650242621
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,50-54 years,50-54,34,1485963,2.288079,5,52,28.1587713717446,957.398226639315
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,60-64 years,60-64,5,807505,0.619191212438313,5,62,20.2400880199447,101.200440099724
Other and unspecified narcotics,T40.6,1999,1999,Male,M,White,2106-3,65-69 years,65-69,5,670645,0.745550924855922,5,67,16.6502815284512,83.251407642256
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,228931,2.18406419401479,5,32,50.2919366531769,251.459683265884
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,20-24 years,20-24,5,197799,2.52781864417919,5,22,59.9352050495816,299.676025247908
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,25-29 years,25-29,5,216025,2.31454692743895,5,27,55.0931361669851,275.465680834925
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,30-34 years,30-34,5,239504,2.08764780546463,5,32,50.2919366531769,251.459683265884
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,35-39 years,35-39,5,257774,1.93968359881136,5,37,45.5381516293446,227.690758146723
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,40-44 years,40-44,5,234286,2.1341437388491,5,42,40.8365263221732,204.182631610866
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,45-49 years,45-49,5,196241,2.54788754643525,5,47,36.1899978913884,180.949989456942
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,50-54 years,50-54,5,161180,3.10212185134632,5,52,31.6580081521774,158.290040760887
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,55-59 years,55-59,5,114243,4.37663576761815,5,57,27.2793120597075,136.396560298538
Other and unspecified narcotics,T40.6,2000,2000,Female,F,Black or African American,2054-5,60-64 years,60-64,5,87150,5.7372346528973,5,62,23.0873624933524,115.436812466762
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,15-19 years,15-19,5,1383348,0.361441950976905,5,17,64.8199054204098,324.099527102049
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,30-34 years,30-34,5,1761450,0.283857049589827,5,32,50.2919366531769,251.459683265884
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,35-39 years,35-39,23,2013140,1.142494,5,37,45.5381516293446,1047.37748747493
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,40-44 years,40-44,31,1983595,1.562819,5,42,40.8365263221732,1265.93231598737
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,45-49 years,45-49,24,1778258,1.349635,5,47,36.1899978913884,868.559949393322
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,50-54 years,50-54,5,1586948,0.315070185034418,5,52,31.6580081521774,158.290040760887
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,55-59 years,55-59,5,1180910,0.423402291453201,5,57,27.2793120597075,136.396560298538
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,60-64 years,60-64,5,869485,0.575053048643737,5,62,23.0873624933524,115.436812466762
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,65-69 years,65-69,5,759659,0.658190056327905,5,67,19.0472321072889,95.2361605364446
Other and unspecified narcotics,T40.6,2000,2000,Female,F,White,2106-3,70-74 years,70-74,5,742083,0.673779078620586,5,72,15.1930969969904,75.9654849849522
Other and unspecified narcotics,T40.6,2000,2000,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,14678,34.0645864559204,5,27,50.5686570810089,252.843285405045
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,169989,2.94136679432199,5,22,55.1913987984765,275.956993992383
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Asian or Pacific Islander,A-PI,25-29 years,25-29,5,217231,2.30169727156805,5,27,50.5686570810089,252.843285405045
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,217317,2.30078640879453,5,32,45.9927274726265,229.963637363133
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,210878,2.37103917905139,5,37,41.4408819963671,207.204409981836
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,188532,2.65206967517451,5,42,36.9334609258006,184.667304629003
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,133905,3.73399051566409,5,52,28.1587713717446,140.793856858723
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,15-19 years,15-19,5,217028,2.30385019444496,5,17,59.906118084933,299.530590424665
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,30-34 years,30-34,5,213132,2.34596400352833,5,32,45.9927274726265,229.963637363133
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,40-44 years,40-44,23,208916,11.009209,5,42,36.9334609258006,849.469601293413
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,45-49 years,45-49,22,170151,12.929692,5,47,32.4736866990161,714.421107378354
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,55-59 years,55-59,5,95877,5.21501507139356,5,57,24.069470321073,120.347351605365
Other and unspecified narcotics,T40.6,2000,2000,Male,M,Black or African American,2054-5,80-84 years,80-84,5,14899,33.559299281831,5,82,7.30592113876811,36.5296056938406
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,20-24 years,20-24,52,1348764,3.855382,5,22,55.1913987984765,2869.95273752078
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,25-29 years,25-29,54,1544936,3.49529,5,27,50.5686570810089,2730.70748237448
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,30-34 years,30-34,80,1793446,4.460686,5,32,45.9927274726265,3679.41819781012
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,35-39 years,35-39,100,2024415,4.939699,5,37,41.4408819963671,4144.08819963671
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,40-44 years,40-44,115,1983106,5.798984,5,42,36.9334609258006,4247.34800646706
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,45-49 years,45-49,76,1740363,4.366905,5,47,32.4736866990161,2468.00018912522
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,50-54 years,50-54,40,1540262,2.596961,5,52,28.1587713717446,1126.35085486978
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,55-59 years,55-59,5,1138206,0.439287791489414,5,57,24.069470321073,120.347351605365
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,60-64 years,60-64,5,817029,0.611973381605794,5,62,20.2400880199447,101.200440099724
Other and unspecified narcotics,T40.6,2000,2000,Male,M,White,2106-3,65-69 years,65-69,5,669459,0.746871727768243,5,67,16.6502815284512,83.251407642256
